"","unique_titles","n_words_s_y","n_words","series","year","genre"
"363","Andrew Marr's History of the World_2012",43937,5732,"Andrew Marr's History of the World","2012","Documentary"
"364","Andrew Marr's The Making of Modern Britain_2009",36508,6104,"Andrew Marr's The Making of Modern Britain","2009","Scripted"
"365","Andromeda_2000",43457,4564,"Andromeda","2000","Scripted"
"366","Andromeda_2001",104862,4750,"Andromeda","2001","Scripted"
"367","Andromeda_2002",89491,3591,"Andromeda","2002","Scripted"
"368","Andromeda_2003",89142,4646,"Andromeda","2003","Scripted"
"369","Andromeda_2004",92873,4130,"Andromeda","2004","Scripted"
"370","Andromeda_2005",52961,3823,"Andromeda","2005","Scripted"
"371","Andy Barker, P.I._2007",7273,2522,"Andy Barker, P.I.","2007","Scripted"
"372","Angel from Hell_2016",49410,4158,"Angel from Hell","2016","Scripted"
"373","Angel_1999",39753,3478,"Angel","1999","Scripted"
"374","Angel_2000",75351,2945,"Angel","2000","Scripted"
"375","Angel_2001",79165,3511,"Angel","2001","Scripted"
"376","Angel_2002",74045,3002,"Angel","2002","Scripted"
"377","Angel_2003",101290,3936,"Angel","2003","Scripted"
"378","Angel_2004",66508,5103,"Angel","2004","Scripted"
"379","Angela's Eyes_2006",50725,4490,"Angela's Eyes","2006","Scripted"
"380","Angels in America_2003",22160,5957,"Angels in America","2003","Scripted"
"381","Anger Management_2012",34801,3501,"Anger Management","2012","Scripted"
"382","Anger Management_2013",151585,3535,"Anger Management","2013","Scripted"
"383","Anger Management_2014",148193,3452,"Anger Management","2014","Scripted"
"384","Angie Tribeca_2016",50088,2773,"Angie Tribeca","2016","Scripted"
"385","Angie Tribeca_2017",27561,3013,"Angie Tribeca","2017","Scripted"
"386","Angry Boys_2011",56539,4877,"Angry Boys","2011","Scripted"
"387","Animal Camera_2004",16038,5387,"Animal Camera","2004","Documentary"
"388","Animal Kingdom_2016",38103,4971,"Animal Kingdom","2016","Scripted"
"389","Animal Kingdom_2017",48941,4863,"Animal Kingdom","2017","Scripted"
"390","Animal Practice_2012",27160,3372,"Animal Practice","2012","Scripted"
"391","Animal Practice_2013",3469,3469,"Animal Practice","2013","Scripted"
"392","Animals._2016",35665,4272,"Animals.","2016","Animation"
"393","Animals._2017",20638,3755,"Animals.","2017","Animation"
"394","Animaniacs_1993",2167,2167,"Animaniacs","1993","Animation"
"395","Anne of Green Gables_1985",20497,10830,"Anne of Green Gables","1985","Scripted"
"396","Anne_2017",33979,4295,"Anne","2017","Scripted"
"397","Another Period_2015",26590,2728,"Another Period","2015","Scripted"
"398","Another Period_2016",30366,3025,"Another Period","2016","Scripted"
"399","Any Human Heart_2010",25262,6702,"Any Human Heart","2010","Scripted"
"400","Anzac Girls_2014",31654,5592,"Anzac Girls","2014","Scripted"
"401","Apparitions_2008",30110,5573,"Apparitions","2008","Scripted"
"402","Apple Tree Yard_2017",14738,3653,"Apple Tree Yard","2017","Scripted"
"403","Aqua Teen Hunger Force_2000",1484,1484,"Aqua Teen Hunger Force","2000","Animation"
"404","Aqua Teen Hunger Force_2001",1765,1765,"Aqua Teen Hunger Force","2001","Animation"
"405","Aqua Teen Hunger Force_2003",42463,1828,"Aqua Teen Hunger Force","2003","Animation"
"406","Aqua Teen Hunger Force_2004",26655,1868,"Aqua Teen Hunger Force","2004","Animation"
"407","Aqua Teen Hunger Force_2005",3972,2032,"Aqua Teen Hunger Force","2005","Animation"
"408","Aqua Teen Hunger Force_2006",17981,1913,"Aqua Teen Hunger Force","2006","Animation"
"409","Aqua Teen Hunger Force_2008",16735,2203,"Aqua Teen Hunger Force","2008","Animation"
"410","Aqua Teen Hunger Force_2009",20757,1758,"Aqua Teen Hunger Force","2009","Animation"
"411","Aqua Teen Hunger Force_2010",20708,1784,"Aqua Teen Hunger Force","2010","Animation"
"412","Aqua Teen Hunger Force_2011",18005,1684,"Aqua Teen Hunger Force","2011","Animation"
"413","Aqua Teen Hunger Force_2012",14004,2009,"Aqua Teen Hunger Force","2012","Animation"
"414","Aqua Teen Hunger Force_2013",21772,1854,"Aqua Teen Hunger Force","2013","Animation"
"415","Aquarius_2015",56301,4700,"Aquarius","2015","Scripted"
"416","Aquarius_2016",71159,13313,"Aquarius","2016","Scripted"
"417","Archer_2009",3133,3133,"Archer","2009","Animation"
"418","Archer_2010",29400,2922,"Archer","2010","Animation"
"419","Archer_2011",51709,3275,"Archer","2011","Animation"
"420","Archer_2012",32268,3595,"Archer","2012","Animation"
"421","Archer_2013",43181,3380,"Archer","2013","Animation"
"422","Archer_2014",42920,3362,"Archer","2014","Animation"
"423","Archer_2015",40469,3497,"Archer","2015","Animation"
"424","Archer_2016",33435,3047,"Archer","2016","Animation"
"425","Archer_2017",18601,2764,"Archer","2017","Animation"
"426","Arctic Air_2012",51201,5323,"Arctic Air","2012","Scripted"
"427","Arctic Air_2013",59406,3984,"Arctic Air","2013","Scripted"
"428","Arctic Air_2014",30317,4859,"Arctic Air","2014","Scripted"
"429","Are We There Yet?_2010",24198,3223,"Are We There Yet?","2010","Scripted"
"430","Are We There Yet?_2011",26566,2924,"Are We There Yet?","2011","Scripted"
"431","Are You Afraid of the Dark?_1990",1927,1927,"Are You Afraid of the Dark?","1990","Scripted"
"432","Are You Afraid of the Dark?_1992",23472,2248,"Are You Afraid of the Dark?","1992","Scripted"
"433","Are You Afraid of the Dark?_1993",24156,1916,"Are You Afraid of the Dark?","1993","Scripted"
"434","Are You Afraid of the Dark?_1994",42007,1708,"Are You Afraid of the Dark?","1994","Scripted"
"435","Are You Afraid of the Dark?_1995",17446,1796,"Are You Afraid of the Dark?","1995","Scripted"
"436","Are You Afraid of the Dark?_1996",11004,2048,"Are You Afraid of the Dark?","1996","Scripted"
"437","Are You Afraid of the Dark?_2000",25615,2198,"Are You Afraid of the Dark?","2000","Scripted"
"438","Are You Being Served?_1974",11198,3580,"Are You Being Served?","1974","Scripted"
"439","Are You Being Served?_1975",4229,4229,"Are You Being Served?","1975","Scripted"
"440","Are You There, Chelsea?_2012",38099,2940,"Are You There, Chelsea?","2012","Scripted"
"441","Arena_2011",11412,11412,"Arena","2011","Documentary"
"442","Arena_2012",6673,6673,"Arena","2012","Documentary"
"443","Aristocrats_1999",26577,5421,"Aristocrats","1999","Scripted"
"444","Army Wives_2007",59378,4486,"Army Wives","2007","Scripted"
"445","Army Wives_2008",102042,5472,"Army Wives","2008","Scripted"
"446","Army Wives_2009",86455,5138,"Army Wives","2009","Scripted"
"447","Army Wives_2010",90411,4379,"Army Wives","2010","Scripted"
"448","Army Wives_2011",63555,4674,"Army Wives","2011","Scripted"
"449","Army Wives_2012",120822,5375,"Army Wives","2012","Scripted"
"450","Army Wives_2013",53271,4693,"Army Wives","2013","Scripted"
"451","Arn_2010",12073,2085,"Arn","2010","Scripted"
"452","Around the World in 80 Days_1989",32807,4546,"Around the World in 80 Days","1989","Documentary"
"453","Arrested Development_2003",23071,3285,"Arrested Development","2003","Scripted"
"454","Arrested Development_2004",73574,3706,"Arrested Development","2004","Scripted"
"455","Arrested Development_2005",77233,3942,"Arrested Development","2005","Scripted"
"456","Arrested Development_2006",20821,4099,"Arrested Development","2006","Scripted"
"457","Arrested Development_2013",88540,6613,"Arrested Development","2013","Scripted"
"458","Arrow_2012",40003,4755,"Arrow","2012","Scripted"
"459","Arrow_2013",98903,4898,"Arrow","2013","Scripted"
"460","Arrow_2014",102218,4203,"Arrow","2014","Scripted"
"461","Arrow_2015",111865,4418,"Arrow","2015","Scripted"
"462","Arrow_2016",119404,5611,"Arrow","2016","Scripted"
"463","Arrow_2017",72907,5608,"Arrow","2017","Scripted"
"464","Arthur & George_2015",14396,4517,"Arthur & George","2015","Scripted"
"465","As Time Goes By_1992",22401,3789,"As Time Goes By","1992","Scripted"
"466","As Time Goes By_1993",27014,4064,"As Time Goes By","1993","Scripted"
"467","As Time Goes By_1994",40594,4223,"As Time Goes By","1994","Scripted"
"468","As Time Goes By_1995",41999,4104,"As Time Goes By","1995","Scripted"
"469","As Time Goes By_1996",28995,3980,"As Time Goes By","1996","Scripted"
"470","As Time Goes By_1997",29023,4076,"As Time Goes By","1997","Scripted"
"471","As Time Goes By_1998",29022,3737,"As Time Goes By","1998","Scripted"
"472","As Time Goes By_2000",22646,3712,"As Time Goes By","2000","Scripted"
"473","As Time Goes By_2002",25540,4204,"As Time Goes By","2002","Scripted"
"474","As Told by Ginger_2001",12227,3168,"As Told by Ginger","2001","Animation"
"475","As Told by Ginger_2002",43846,3274,"As Told by Ginger","2002","Animation"
"476","As Told by Ginger_2009",6067,3011,"As Told by Ginger","2009","Animation"
"477","Ascension_2014",23249,6723,"Ascension","2014","Scripted"
"478","Ash vs Evil Dead_2015",21913,2205,"Ash vs Evil Dead","2015","Scripted"
"479","Ash vs Evil Dead_2016",28137,2679,"Ash vs Evil Dead","2016","Scripted"
"480","Ashes to Ashes_2008",48777,5165,"Ashes to Ashes","2008","Scripted"
"481","Ashes to Ashes_2009",53227,6643,"Ashes to Ashes","2009","Scripted"
"482","Ashes to Ashes_2010",54790,7420,"Ashes to Ashes","2010","Scripted"
"483","Assassin's Creed: Lineage_2009",979,375,"Assassin's Creed: Lineage","2009","Scripted"
"484","At Last the 1948 Show_1967",6410,3282,"At Last the 1948 Show","1967","Scripted"
"485","Atlanta_2016",29208,2871,"Atlanta","2016","Scripted"
"486","Atlantis_2013",42757,3280,"Atlantis","2013","Scripted"
"487","Atlantis_2014",18208,2484,"Atlantis","2014","Scripted"
"488","Atlantis_2015",22151,3439,"Atlantis","2015","Scripted"
"489","Atom_2007",7338,7338,"Atom","2007","Documentary"
"490","Atom_2008",14426,7156,"Atom","2008","Documentary"
"491","Atypical_2017",33238,4198,"Atypical","2017","Scripted"
"492","Au secours de Béatrice_2014",47508,4203,"Au secours de Béatrice","2014","Scripted"
"493","Auschwitz: The Nazis and the 'Final Solution'_2005",28939,4996,"Auschwitz: The Nazis and the 'Final Solution'","2005","Documentary"
"494","Austin & Ally_2014",5712,2938,"Austin & Ally","2014","Scripted"
"495","Austin & Ally_2015",29824,3077,"Austin & Ally","2015","Scripted"
"496","Automan_1983",16118,6844,"Automan","1983","Scripted"
"497","Automan_1984",39198,4567,"Automan","1984","Scripted"
"498","Avatar: The Last Airbender_2005",41672,2047,"Avatar: The Last Airbender","2005","Animation"
"499","Avatar: The Last Airbender_2006",42219,1123,"Avatar: The Last Airbender","2006","Animation"
"500","Avatar: The Last Airbender_2007",27860,2334,"Avatar: The Last Airbender","2007","Animation"
"501","Avatar: The Last Airbender_2008",23165,2401,"Avatar: The Last Airbender","2008","Animation"
"502","Avengers Assemble_2013",33581,2392,"Avengers Assemble","2013","Animation"
"503","Avengers Assemble_2014",39086,2139,"Avengers Assemble","2014","Animation"
"504","Avengers Assemble_2015",42481,2549,"Avengers Assemble","2015","Animation"
"505","Avengers Assemble_2016",40494,2020,"Avengers Assemble","2016","Animation"
"506","Avengers Assemble_2017",9375,2651,"Avengers Assemble","2017","Animation"
"507","Awake_2012",64708,5286,"Awake","2012","Scripted"
"508","Awkward._2011",36772,2125,"Awkward.","2011","Scripted"
"509","Awkward._2012",38370,3304,"Awkward.","2012","Scripted"
"510","Awkward._2013",70221,3281,"Awkward.","2013","Scripted"
"511","Awkward._2014",71947,3274,"Awkward.","2014","Scripted"
"512","Awkward._2015",40681,3634,"Awkward.","2015","Scripted"
"513","Awkward._2016",41290,3493,"Awkward.","2016","Scripted"
"514","Axe Cop_2013",16979,1566,"Axe Cop","2013","Animation"
"515","BBC Play of the Month_1969",12238,12238,"BBC Play of the Month","1969","Scripted"
"516","BBC Play of the Month_1970",12886,12886,"BBC Play of the Month","1970","Scripted"
"517","BBC Play of the Month_1971",16801,16801,"BBC Play of the Month","1971","Scripted"
"518","BBC Play of the Month_1972",17232,17232,"BBC Play of the Month","1972","Scripted"
"519","BBC Play of the Month_1976",15958,15958,"BBC Play of the Month","1976","Scripted"
"520","BBC Play of the Month_1977",16203,16203,"BBC Play of the Month","1977","Scripted"
"521","BBC Sunday-Night Theatre_1954",17794,13058,"BBC Sunday-Night Theatre","1954","Scripted"
"522","Baby Daddy_2012",30908,3390,"Baby Daddy","2012","Scripted"
"523","Baby Daddy_2013",50175,3265,"Baby Daddy","2013","Scripted"
"524","Baby Daddy_2014",69981,3298,"Baby Daddy","2014","Scripted"
"525","Baby Daddy_2015",52483,3302,"Baby Daddy","2015","Scripted"
"526","Baby Daddy_2016",61078,3342,"Baby Daddy","2016","Scripted"
"527","Baby Daddy_2017",38261,3495,"Baby Daddy","2017","Scripted"
"528","Babylon 5_1994",124247,5175,"Babylon 5","1994","Scripted"
"529","Babylon 5_1995",93519,5331,"Babylon 5","1995","Scripted"
"530","Babylon 5_1996",101743,4489,"Babylon 5","1996","Scripted"
"531","Babylon 5_1997",89606,4536,"Babylon 5","1997","Scripted"
"532","Babylon 5_1998",105141,5048,"Babylon 5","1998","Scripted"
"533","Bachelor Pad_2011",102773,22641,"Bachelor Pad","2011","Reality-TV"
"534","Back in the Game_2013",32458,3271,"Back in the Game","2013","Scripted"
"535","Back to You_2007",22051,2960,"Back to You","2007","Scripted"
"536","Back to You_2008",15553,3263,"Back to You","2008","Scripted"
"537","Back to the Future_1991",32873,2208,"Back to the Future","1991","Animation"
"538","Back to the Future_1992",32667,2708,"Back to the Future","1992","Animation"
"539","Backstrom_2015",75507,6078,"Backstrom","2015","Scripted"
"540","Bad Education_2012",21120,3158,"Bad Education","2012","Scripted"
"541","Bad Education_2013",25214,3508,"Bad Education","2013","Scripted"
"542","Bad Education_2014",22515,4096,"Bad Education","2014","Scripted"
"543","Bad Girls_1999",55819,4836,"Bad Girls","1999","Scripted"
"544","Bad Girls_2003",46714,4652,"Bad Girls","2003","Scripted"
"545","Bad Girls_2005",86419,6750,"Bad Girls","2005","Scripted"
"546","Bad Judge_2014",32294,3742,"Bad Judge","2014","Scripted"
"547","Bad Judge_2015",15787,4041,"Bad Judge","2015","Scripted"
"548","Bad Teacher_2014",41580,3856,"Bad Teacher","2014","Scripted"
"549","Bag of Bones_2011",10072,5255,"Bag of Bones","2011","Scripted"
"550","Baker Boys_2011",19057,5614,"Baker Boys","2011","Scripted"
"551","Ballers_2015",44677,4070,"Ballers","2015","Scripted"
"552","Ballers_2016",46984,3719,"Ballers","2016","Scripted"
"553","Ballers_2017",20543,4709,"Ballers","2017","Scripted"
"554","Bam's Unholy Union_2007",8850,2564,"Bam's Unholy Union","2007","Reality-TV"
"555","Banana_2015",18592,2701,"Banana","2015","Scripted"
"556","Band of Brothers_2001",46576,4280,"Band of Brothers","2001","Scripted"
"557","Bang Goes the Theory_2009",41091,3904,"Bang Goes the Theory","2009","Documentary"
"558","Bang Goes the Theory_2010",58651,4316,"Bang Goes the Theory","2010","Documentary"
"559","Bang Goes the Theory_2011",33323,4117,"Bang Goes the Theory","2011","Documentary"
"560","Banished_2015",33305,4534,"Banished","2015","Scripted"
"561","Banshee Origins_2013",834,160,"Banshee Origins","2013","Scripted"
"562","Banshee_2013",36857,3827,"Banshee","2013","Scripted"
"563","Banshee_2014",40273,3361,"Banshee","2014","Scripted"
"564","Banshee_2015",34065,3657,"Banshee","2015","Scripted"
"565","Banshee_2016",27251,3932,"Banshee","2016","Scripted"
"566","Bar Karma_2011",7986,1928,"Bar Karma","2011","Scripted"
"567","Barbarians Rising_2016",29360,6788,"Barbarians Rising","2016","Documentary"
"568","Barracuda_2016",18783,5116,"Barracuda","2016","Scripted"
"569","Baseball_2010",33343,17014,"Baseball","2010","Documentary"
"570","Baskets_2016",28001,2577,"Baskets","2016","Scripted"
"571","Baskets_2017",21158,2615,"Baskets","2017","Scripted"
"572","Bates Motel_2013",37208,4042,"Bates Motel","2013","Scripted"
"573","Bates Motel_2014",41659,4840,"Bates Motel","2014","Scripted"
"574","Bates Motel_2015",38395,3685,"Bates Motel","2015","Scripted"
"575","Bates Motel_2016",39850,3843,"Bates Motel","2016","Scripted"
"576","Bates Motel_2017",36939,3697,"Bates Motel","2017","Scripted"
"577","Batman Beyond_1999",31279,1183,"Batman Beyond","1999","Animation"
"578","Batman Beyond_2000",34519,1233,"Batman Beyond","2000","Animation"
"579","Batman Beyond_2001",6416,1524,"Batman Beyond","2001","Animation"
"580","Batman: The Animated Series_1992",57365,1427,"Batman: The Animated Series","1992","Animation"
"581","Batman: The Animated Series_1993",26602,1450,"Batman: The Animated Series","1993","Animation"
"582","Batman: The Animated Series_1994",19591,1027,"Batman: The Animated Series","1994","Animation"
"583","Batman: The Animated Series_1995",7020,1570,"Batman: The Animated Series","1995","Animation"
"584","Batman: The Brave and the Bold_2008",6034,1605,"Batman: The Brave and the Bold","2008","Animation"
"585","Batman: The Brave and the Bold_2009",38888,1756,"Batman: The Brave and the Bold","2009","Animation"
"586","Batman: The Brave and the Bold_2010",37376,1856,"Batman: The Brave and the Bold","2010","Animation"
"587","Batman: The Brave and the Bold_2011",27338,2133,"Batman: The Brave and the Bold","2011","Animation"
"588","Batman_1966",158493,2421,"Batman","1966","Scripted"
"589","Batman_1967",107914,3369,"Batman","1967","Scripted"
"590","Batman_1968",27219,2870,"Batman","1968","Scripted"
"591","Battle Creek_2015",75639,6001,"Battle Creek","2015","Scripted"
